match_id,fecha,ronda,home,away,home_goals,away_goals,home_ball_possession,away_ball_possession,home_expected_goals,away_expected_goals,home_total_shots,away_total_shots,home_shots_on_target,away_shots_on_target,home_corner_kicks,away_corner_kicks,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_goalkeeper_saves,away_goalkeeper_saves,home_tackles,away_tackles,home_passes,away_passes,home_interceptions,away_interceptions
15235443,2026-08-16,23,Vitória,Botafogo,1,0,46%,54%,2.22,1.30,22,17,4,3,8,4,19,18,2,3,0,1,3,2,21,17,344,401,5,10
15235425,2026-08-16,23,Corinthians,Cruzeiro,1,2,53%,47%,1.45,1.27,20,15,6,6,3,8,16,14,1,4,,,4,5,22,10,459,416,9,11
15235434,2026-08-17,23,Internacional,Remo,1,1,39%,61%,1.39,0.90,11,12,3,3,4,5,13,12,1,4,,,2,2,19,14,336,524,6,17
15235430,2026-08-22,24,Fluminense,Remo,2,1,73%,27%,1.49,0.38,19,7,8,1,11,2,10,10,1,1,,,0,7,14,14,712,269,11,10
15235446,2026-08-22,24,Internacional,Atlético Mineiro,0,0,52%,48%,1.18,1.06,23,11,3,5,6,5,18,15,5,3,,,4,3,19,13,447,413,7,10
15235438,2026-08-22,24,Cruzeiro,Flamengo,2,1,48%,52%,1.23,1.63,24,14,6,3,3,3,13,7,3,1,,,2,4,15,13,498,559,12,9
15235454,2026-08-23,24,Palmeiras,Vasco da Gama,4,1,57%,43%,1.74,2.15,13,12,5,4,5,3,8,21,1,3,,,3,1,18,23,551,407,7,9
15235436,2026-08-23,24,Red Bull Bragantino,Grêmio,1,0,54%,46%,2.86,0.48,27,14,4,1,8,5,9,12,2,3,,,1,2,12,16,453,406,7,7
15235444,2026-08-23,24,Vitória,Bahia,0,2,47%,53%,0.52,4.32,14,28,2,9,7,7,13,10,4,3,,,6,2,20,20,301,341,5,6
15235451,2026-08-23,24,Chapecoense,São Paulo,1,0,23%,77%,0.64,1.81,13,22,4,5,7,3,17,7,4,1,,,5,3,14,8,236,791,12,5
15235435,2026-08-23,24,Santos,Mirassol,1,1,64%,36%,1.46,0.27,21,5,7,3,10,2,9,13,2,3,0,1,2,6,27,17,577,333,23,17
15235437,2026-08-23,24,Coritiba,Corinthians,2,1,35%,65%,0.41,0.68,12,16,3,3,4,14,8,9,2,2,,,2,1,20,12,314,552,8,5
15235432,2026-08-24,24,Botafogo,Athletico,2,3,55%,45%,2.79,1.18,33,7,8,6,13,2,12,9,2,1,,,3,6,15,19,489,414,5,13
15235441,2026-08-29,25,Atlético Mineiro,Vitória,2,1,61%,39%,1.46,0.64,18,14,8,3,4,5,12,13,2,1,,,2,6,16,22,636,395,10,5
15235449,2026-08-29,25,São Paulo,Red Bull Bragantino,2,1,38%,62%,1.55,0.47,17,8,8,3,9,7,11,14,3,4,,,2,6,18,23,282,468,13,7
15235442,2026-08-30,25,Vasco da Gama,Cruzeiro,3,1,45%,55%,3.24,0.61,21,11,9,6,11,3,15,12,2,1,,,5,7,16,26,386,484,9,7
15235453,2026-08-30,25,Athletico,Fluminense,3,3,47%,53%,1.92,0.56,17,12,8,6,8,3,15,12,2,2,,,3,5,12,14,444,526,14,12
